id,week,ro_number,tech_initials,build_type,date_reviewed,labor_hours_billed,labor_hours_correct,parts_cost,total_estimated_cost,high_cost_flag,notes,labor_rate,labor_cost_billed,labor_cost_correct,cost_overcharge,issue_severity,action_quality,severity_score,op_risk_bucket,cost_per_hour_over,tech_incident_count,tech_cost_share,category_frequency,category_Incorrect Labor Time,category_Overlapping Labor,category_Unnecessary Repair,action_taken_Coaching Only,action_taken_Declined,action_taken_No Action,operation_group_Alignment,operation_group_Brakes,operation_group_Diagnostics,operation_group_Electrical,operation_group_Engine,operation_group_Interior,operation_group_Maintenance,operation_group_Noise / Rattle,operation_group_Steering,operation_group_Suspension,operation_group_TPMS,tpi
89,1,2343060,CS,Production,1/7/2025,1.3,0.6,340.0,457.0,No,Incorrect Labor Time on AC / HVAC work; review labor guide and WIP usage.,90,117,54,63,Low,Corrected,1,Low-Risk,105.0,7,0.039318479685452164,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,9.0
90,2,2343102,CM,Production,1/11/2025,1.0,0.3,174.03,264.03,Yes,High Cost Repair on Noise / Rattle work; review labor guide and WIP usage.,90,90,27,63,Low,Corrected,1,Low-Risk,210.0,10,0.05701179554390563,30,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,6.3
91,2,2343148,TB,Production,1/8/2025,1.5,0.8,383.01,518.01,No,Unnecessary Repair on Engine work; review labor guide and WIP usage.,90,135,72,63,Low,Corrected,1,Low-Risk,78.75,10,0.047182175622542594,47,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,6.3
92,3,2343184,CS,Production,1/18/2025,3.2,2.5,77.98,365.98,No,Used full R&R rotor and pad labor instead of combo labor (0.8/0.3).,90,288,225,63,Low,Corrected,1,High-Risk,25.2,7,0.039318479685452164,72,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.0
93,4,2343232,KG,Retail,1/28/2025,4.5,3.8,167.41,572.41,No,Incorrect Labor Time on AC / HVAC work; review labor guide and WIP usage.,90,405,342,63,Low,Unaddressed,1,Low-Risk,16.578947368421055,13,0.07667103538663171,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,4.846153846153846
94,5,2343297,JD,Production,1/31/2025,1.0,0.3,370.14,460.14,No,Used full R&R rotor and pad labor instead of combo labor (3.3/2.2).,90,90,27,63,Low,Corrected,1,High-Risk,210.0,7,0.03407601572739188,72,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,9.0
95,6,2343433,AD,Retail,2/11/2025,4.0,3.3,367.47,727.47,Yes,Incorrect Labor Time on Steering work; review labor guide and WIP usage.,90,360,297,63,Low,Corrected,1,Low-Risk,19.090909090909093,10,0.04980340760157274,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,6.3
96,6,2343391,KG,Retail,2/5/2025,1.0,0.3,36.11,126.11,Yes,High Cost Repair on Steering work; review labor guide and WIP usage.,90,90,27,63,Low,Unaddressed,1,Low-Risk,210.0,13,0.07667103538663171,30,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.846153846153846
97,6,2343429,DF,Production,2/6/2025,1.0,0.3,299.34,389.34,No,Overlapping Labor on Electrical work; review labor guide and WIP usage.,90,90,27,63,Low,Corrected,1,High-Risk,210.0,12,0.06946264744429882,52,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.25
98,7,2343522,FF,Retail,2/17/2025,1.0,0.3,296.52,386.52,No,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,90,27,63,Low,Corrected,1,Low-Risk,210.0,12,0.0727391874180865,72,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,5.25
99,7,2343525,CH,Retail,2/15/2025,1.0,0.3,107.18,197.18,No,Full R&R door panel labor used instead of R&I for switch access (0.6/0.3).,90,90,27,63,Low,Corrected,1,High-Risk,210.0,12,0.05832241153342071,72,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,5.25
100,5,2343304,GM,Production,2/1/2025,2.3,1.6,123.03,330.03,No,Used full R&R rotor and pad labor instead of combo labor (0.5/0.3).,90,207,144,63,Low,Unaddressed,1,High-Risk,39.375,5,0.026867627785058978,72,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,12.6
101,5,2343303,SS,Production,1/31/2025,2.8,2.1,436.46,688.46,Yes,TPMS diag 3.0 with no faults found; tire pressure was low only.,90,252,189,63,Low,Corrected,1,Low-Risk,30.0,6,0.03145478374836173,47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,10.5
102,5,2343323,JD,Retail,1/31/2025,2.8,2.1,196.86,448.86,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,252,189,63,Low,Unaddressed,1,Low-Risk,30.0,7,0.03407601572739188,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,9.0
103,4,2343241,DF,Production,1/26/2025,4.1,3.4,4.88,373.88,Yes,High cost engine repair; multiple overlapping labor lines on same concern.,90,369,306,63,Low,Other,1,Low-Risk,18.529411764705884,12,0.06946264744429882,30,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,5.25
104,7,2343441,SS,Retail,2/13/2025,4.1,3.4,244.6,613.6,No,Overlapping Labor on Noise / Rattle work; review labor guide and WIP usage.,90,369,306,63,Low,Corrected,1,Low-Risk,18.529411764705884,6,0.03145478374836173,52,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,10.5
105,2,2343129,RB,Retail,1/10/2025,1.3,0.7,335.92,452.92,No,TPMS diag 2.4 with no faults found; tire pressure was low only.,90,117,63,54,Low,Corrected,1,Low-Risk,77.14285714285715,11,0.03669724770642202,47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.909090909090909
106,1,2343025,TB,Production,1/6/2025,3.1,2.5,234.03,513.03,No,Overlapping Labor on Electrical work; review labor guide and WIP usage.,90,279,225,54,Low,Corrected,1,High-Risk,21.6,10,0.047182175622542594,52,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.4
107,2,2343096,TB,Retail,1/8/2025,3.8,3.2,83.93,425.93,No,Unnecessary Repair on Engine work; review labor guide and WIP usage.,90,342,288,54,Low,Unaddressed,1,Low-Risk,16.875,10,0.047182175622542594,47,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,5.4
108,3,2343162,SS,Production,1/18/2025,4.0,3.4,169.01,529.01,No,Machine rotor and resurface pads written as separate lines instead of combo operation.,90,360,306,54,Low,Unaddressed,1,High-Risk,15.882352941176471,6,0.03145478374836173,52,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,9.0
109,4,2343257,CM,Retail,1/23/2025,0.9,0.3,278.2,359.2,No,Overlapping Labor on Electrical work; review labor guide and WIP usage.,90,81,27,54,Low,Corrected,1,High-Risk,180.0,10,0.05701179554390563,52,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,5.4
110,5,2343342,CM,Production,1/29/2025,0.9,0.3,81.85,162.85,No,Unnecessary Repair on Alignment work; review labor guide and WIP usage.,90,81,27,54,Low,Other,1,Low-Risk,180.0,10,0.05701179554390563,47,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,5.4
111,6,2343412,CM,Retail,2/6/2025,4.5,3.9,364.44,769.44,Yes,Unnecessary Repair on AC / HVAC work; review labor guide and WIP usage.,90,405,351,54,Low,Unaddressed,1,Low-Risk,13.846153846153847,10,0.05701179554390563,47,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.4
112,7,2343449,MM,Retail,2/18/2025,0.9,0.3,111.82,192.82,Yes,High Cost Repair on Electrical work; review labor guide and WIP usage.,90,81,27,54,Low,Corrected,1,High-Risk,180.0,4,0.019003931847968544,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,13.5
113,7,2343465,FF,Retail,2/12/2025,0.9,0.3,227.65,308.65,Yes,High Cost Repair on Maintenance work; review labor guide and WIP usage.,90,81,27,54,Low,Corrected,1,Low-Risk,180.0,12,0.0727391874180865,30,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,4.5
114,7,2343490,RL,Retail,2/14/2025,4.2,3.6,156.13,534.13,No,Unnecessary Repair on Diagnostics work; review labor guide and WIP usage.,90,378,324,54,Low,Unaddressed,1,Low-Risk,15.0,16,0.08453473132372215,47,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3.375
115,8,2343551,AL,Production,2/19/2025,0.9,0.3,442.98,523.98,No,Used full R&R rotor and pad labor instead of combo labor (2.0/1.6).,90,81,27,54,Low,Corrected,1,High-Risk,180.0,9,0.035386631716906945,72,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,6.0
116,2,2343142,KC,Retail,1/14/2025,3.3,2.8,10.94,307.94,No,Overlapping Labor on Engine work; review labor guide and WIP usage.,90,297,252,45,Low,Unaddressed,1,Low-Risk,16.071428571428573,3,0.009829619921363041,52,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,15.0
117,4,2343249,KG,Production,1/24/2025,2.2,1.7,147.9,345.9,No,Incorrect Labor Time on AC / HVAC work; review labor guide and WIP usage.,90,198,153,45,Low,Corrected,1,Low-Risk,26.47058823529412,13,0.07667103538663171,72,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,3.4615384615384617
118,6,2343437,RB,Production,2/9/2025,2.2,1.7,336.42,534.42,No,Unnecessary Repair on Noise / Rattle work; review labor guide and WIP usage.,90,198,153,45,Low,Unaddressed,1,Low-Risk,26.47058823529412,11,0.03669724770642202,47,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,4.090909090909091
119,1,2343010,CM,Retail,1/2/2025,1.1,0.6,236.14,335.14,No,Overlapping Labor on Electrical work; review labor guide and WIP usage.,90,99,54,45,Low,Corrected,1,High-Risk,75.0,10,0.05701179554390563,52,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.5
120,1,2343035,SB,Retail,1/2/2025,1.9,1.4,372.93,543.93,No,Incorrect Labor Time on Steering work; review labor guide and WIP usage.,90,171,126,45,Low,Unaddressed,1,Low-Risk,32.142857142857146,4,0.022280471821756225,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,11.25
121,4,2343274,CH,Production,1/26/2025,1.9,1.4,390.87,561.87,No,Unnecessary Repair on Steering work; review labor guide and WIP usage.,90,171,126,45,Low,Corrected,1,Low-Risk,32.142857142857146,12,0.05832241153342071,47,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.75
122,7,2343518,AL,Production,2/14/2025,1.9,1.4,289.8,460.8,No,Unnecessary Repair on Suspension work; review labor guide and WIP usage.,90,171,126,45,Low,Corrected,1,Low-Risk,32.142857142857146,9,0.035386631716906945,47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,5.0
123,8,2343529,CH,Production,2/23/2025,1.2,0.7,403.35,511.35,No,Unnecessary Repair on Alignment work; review labor guide and WIP usage.,90,108,63,45,Low,Unaddressed,1,Low-Risk,64.28571428571429,12,0.05832241153342071,47,False,False,True,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3.75
124,1,2343020,KM,Production,1/2/2025,3.7,3.2,43.95,376.95,Yes,High Cost Repair on Electrical work; review labor guide and WIP usage.,90,333,288,45,Low,Corrected,1,High-Risk,14.0625,11,0.057667103538663174,30,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,4.090909090909091
125,1,2343023,JG,Production,1/5/2025,0.8,0.3,15.47,87.47,No,Unnecessary Repair on Diagnostics work; review labor guide and WIP usage.,90,72,27,45,Low,Corrected,1,Low-Risk,150.0,10,0.04849279161205767,47,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,4.5
126,1,2343051,RN,Retail,1/5/2025,0.8,0.3,342.35,414.35,No,Retail diagnostic labor (2.1/0.9) used instead of production WIP line.,90,72,27,45,Low,Other,1,Low-Risk,150.0,8,0.028833551769331587,72,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,5.625
127,2,2343077,RB,Production,1/12/2025,4.3,3.8,223.76,610.76,No,Machine rotor and resurface pads written as separate lines instead of combo operation.,90,387,342,45,Low,Corrected,1,High-Risk,11.842105263157896,11,0.03669724770642202,52,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,4.090909090909091
128,4,2343227,KG,Production,1/28/2025,3.7,3.2,79.85,412.85,Yes,High Cost Repair on Steering work; review labor guide and WIP usage.,90,333,288,45,Low,Corrected,1,Low-Risk,14.0625,13,0.07667103538663171,30,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,3.4615384615384617
129,4,2343272,RL,Production,1/27/2025,0.8,0.3,335.72,407.72,No,Unnecessary Repair on Steering work; review labor guide and WIP usage.,90,72,27,45,Low,Other,1,Low-Risk,150.0,16,0.08453473132372215,47,False,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,2.8125
130,4,2343223,MM,Retail,1/28/2025,0.8,0.3,283.02,355.02,No,Full R&R door panel labor used instead of R&I for switch access (3.1/1.9).,90,72,27,45,Low,Corrected,1,High-Risk,150.0,4,0.019003931847968544,72,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,11.25
131,6,2343347,AD,Production,2/8/2025,1.0,0.5,79.65,169.65,No,Incorrect Labor Time on Diagnostics work; review labor guide and WIP usage.,90,90,45,45,Low,Unaddressed,1,Low-Risk,90.0,10,0.04980340760157274,72,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,4.5
132,6,2343382,AD,Production,2/8/2025,0.8,0.3,163.39,235.39,No,Incorrect Labor Time on Alignment work; review labor guide and WIP usage.,90,72,27,45,Low,Unaddressed,1,Low-Risk,150.0,10,0.04980340760157274,72,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.5
133,6,2343398,DF,Production,2/5/2025,3.7,3.2,76.9,409.9,No,Added separate labor to remove under shield in addition to oil change line.,90,333,288,45,Low,Corrected,1,Low-Risk,14.0625,12,0.06946264744429882,47,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.75
134,6,2343408,FF,Production,2/10/2025,2.9,2.4,261.56,522.56,No,Added separate labor to remove under shield in addition to oil change line.,90,261,216,45,Low,Unaddressed,1,Low-Risk,18.75,12,0.0727391874180865,47,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,3.75
135,7,2343446,RB,Production,2/17/2025,0.8,0.3,282.47,354.47,No,Overlapping Labor on Steering work; review labor guide and WIP usage.,90,72,27,45,Low,Unaddressed,1,Low-Risk,150.0,11,0.03669724770642202,52,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,4.090909090909091
136,7,2343458,SS,Production,2/13/2025,0.8,0.3,57.37,129.37,No,Overlapping Labor on TPMS work; review labor guide and WIP usage.,90,72,27,45,Low,Corrected,1,Low-Risk,150.0,6,0.03145478374836173,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,7.5
137,8,2343541,RB,Production,2/25/2025,2.1,1.6,426.8,615.8,No,Incorrect Labor Time on Alignment work; review labor guide and WIP usage.,90,189,144,45,Low,Unaddressed,1,Low-Risk,28.125,11,0.03669724770642202,72,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,4.090909090909091
138,8,2343540,AL,Production,2/21/2025,2.8,2.3,280.87,532.87,No,Overlapping Labor on TPMS work; review labor guide and WIP usage.,90,252,207,45,Low,Corrected,1,Low-Risk,19.565217391304348,9,0.035386631716906945,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,5.0
139,6,2343350,CS,Production,2/7/2025,2.2,1.8,163.92,361.92,No,Overlapping Labor on AC / HVAC work; review labor guide and WIP usage.,90,198,162,36,Low,Unaddressed,1,Low-Risk,20.0,7,0.039318479685452164,52,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,5.142857142857143
140,6,2343360,ZT,Production,2/6/2025,1.1,0.7,166.71,265.71,No,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,99,63,36,Low,Unaddressed,1,Low-Risk,51.42857142857143,5,0.017693315858453473,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,7.2
141,1,2343040,KM,Production,1/7/2025,3.5,3.1,2.48,317.48,Yes,High cost engine repair; multiple overlapping labor lines on same concern.,90,315,279,36,Low,Corrected,1,Low-Risk,11.612903225806452,11,0.057667103538663174,30,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.272727272727273
142,1,2343074,KM,Production,1/1/2025,2.1,1.7,53.94,242.94,No,Unnecessary Repair on Engine work; review labor guide and WIP usage.,90,189,153,36,Low,Corrected,1,Low-Risk,21.176470588235293,11,0.057667103538663174,47,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,3.272727272727273
143,1,2343014,LP,Retail,1/3/2025,3.6,3.2,231.41,555.41,No,Retail diagnostic labor (2.2/1.9) used instead of production WIP line.,90,324,288,36,Low,Corrected,1,Low-Risk,11.25,10,0.04980340760157274,72,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,3.6
144,5,2343320,RN,Retail,1/30/2025,3.3,2.9,61.37,358.37,No,Unnecessary Repair on Suspension work; review labor guide and WIP usage.,90,297,261,36,Low,Corrected,1,Low-Risk,12.413793103448276,8,0.028833551769331587,47,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,4.5
145,6,2343387,AD,Retail,2/8/2025,0.9,0.5,72.31,153.31,No,Full R&R door panel labor used instead of R&I for switch access (0.9/0.3).,90,81,45,36,Low,Unaddressed,1,High-Risk,72.0,10,0.04980340760157274,72,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,3.6
146,7,2343460,RL,Production,2/14/2025,0.9,0.5,325.01,406.01,No,"Multiple diag lines (ABS, lane departure, CEL) for same root cause issue.",90,81,45,36,Low,Other,1,Low-Risk,72.0,16,0.08453473132372215,52,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,2.25
147,2,2343117,RN,Retail,1/8/2025,0.7,0.3,405.19,468.19,No,Unnecessary Repair on Alignment work; review labor guide and WIP usage.,90,63,27,36,Low,Corrected,1,Low-Risk,120.0,8,0.028833551769331587,47,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,4.5
148,4,2343262,RN,Retail,1/27/2025,0.7,0.3,168.42,231.42,Yes,High Cost Repair on TPMS work; review labor guide and WIP usage.,90,63,27,36,Low,Corrected,1,Low-Risk,120.0,8,0.028833551769331587,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,4.5
149,4,2343239,CH,Production,1/27/2025,0.7,0.3,227.36,290.36,No,Incorrect Labor Time on Steering work; review labor guide and WIP usage.,90,63,27,36,Low,Corrected,1,Low-Risk,120.0,12,0.05832241153342071,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,3.0
150,6,2343379,CH,Retail,2/10/2025,0.7,0.3,264.08,327.08,No,Used full R&R rotor and pad labor instead of combo labor (2.7/1.9).,90,63,27,36,Low,Unaddressed,1,High-Risk,120.0,12,0.05832241153342071,72,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,3.0
151,8,2343587,JG,Retail,2/20/2025,0.7,0.3,61.57,124.57,No,Added separate alignment line on top of steering component labor that already includes alignment.,90,63,27,36,Low,Unaddressed,1,Low-Risk,120.0,10,0.04849279161205767,52,False,True,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,3.6
152,2,2343086,JG,Production,1/13/2025,4.1,3.7,65.2,434.2,No,Incorrect Labor Time on Interior work; review labor guide and WIP usage.,90,369,333,36,Low,Corrected,1,Low-Risk,9.72972972972973,10,0.04849279161205767,72,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,3.6
153,1,2343037,LP,Production,1/4/2025,2.6,2.3,360.99,594.99,No,Incorrect Labor Time on Suspension work; review labor guide and WIP usage.,90,234,207,27,Low,Corrected,1,Low-Risk,11.73913043478261,10,0.04980340760157274,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,2.7
154,7,2343513,RL,Production,2/14/2025,2.7,2.4,81.87,324.87,No,Unnecessary Repair on Electrical work; review labor guide and WIP usage.,90,243,216,27,Low,Unaddressed,1,High-Risk,11.25,16,0.08453473132372215,47,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1.6875
155,1,2343013,JC,Production,1/7/2025,2.9,2.6,131.47,392.47,No,Unnecessary Repair on Alignment work; review labor guide and WIP usage.,90,261,234,27,Low,Corrected,1,Low-Risk,10.384615384615385,6,0.026867627785058978,47,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,4.5
156,1,2343063,KM,Retail,1/4/2025,1.5,1.2,418.36,553.36,No,Unnecessary Repair on Diagnostics work; review labor guide and WIP usage.,90,135,108,27,Low,Unaddressed,1,Low-Risk,22.5,11,0.057667103538663174,47,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,2.4545454545454546
157,1,2343019,JG,Retail,1/3/2025,2.9,2.6,29.27,290.27,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,261,234,27,Low,Unaddressed,1,Low-Risk,10.384615384615385,10,0.04849279161205767,72,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,2.7
158,5,2343331,AL,Production,2/2/2025,4.3,4.0,416.96,803.96,Yes,Unnecessary Repair on AC / HVAC work; review labor guide and WIP usage.,90,387,360,27,Low,Corrected,1,Low-Risk,6.75,9,0.035386631716906945,47,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,3.0
159,6,2343426,RN,Retail,2/8/2025,3.8,3.5,357.87,699.87,Yes,Unnecessary Repair on Diagnostics work; review labor guide and WIP usage.,90,342,315,27,Low,Unaddressed,1,Low-Risk,7.714285714285714,8,0.028833551769331587,47,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,3.375
160,6,2343421,DF,Production,2/10/2025,4.2,3.9,29.92,407.92,No,Incorrect Labor Time on Noise / Rattle work; review labor guide and WIP usage.,90,378,351,27,Low,Corrected,1,Low-Risk,6.923076923076923,12,0.06946264744429882,72,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,2.25
161,7,2343473,JC,Production,2/17/2025,3.3,3.0,259.33,556.33,No,Brake noise diag performed with no worn components; pads and rotors within spec.,90,297,270,27,Low,Unaddressed,1,High-Risk,9.0,6,0.026867627785058978,47,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,4.5
162,7,2343499,LP,Production,2/14/2025,0.6,0.3,94.46,148.46,No,Incorrect Labor Time on TPMS work; review labor guide and WIP usage.,90,54,27,27,Low,Corrected,1,Low-Risk,90.0,10,0.04980340760157274,72,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,2.7
163,8,2343566,RB,Production,2/20/2025,0.6,0.3,110.41,164.41,No,Incorrect Labor Time on Engine work; review labor guide and WIP usage.,90,54,27,27,Low,Corrected,1,Low-Risk,90.0,11,0.03669724770642202,72,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,2.4545454545454546
164,6,2343393,ZT,Production,2/5/2025,4.4,4.2,179.04,575.04,Yes,High Cost Repair on TPMS work; review labor guide and WIP usage.,90,396,378,18,Low,Corrected,1,Low-Risk,4.285714285714286,5,0.017693315858453473,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,3.6
165,2,2343120,CH,Retail,1/13/2025,3.0,2.8,72.73,342.73,No,Overlapping Labor on AC / HVAC work; review labor guide and WIP usage.,90,270,252,18,Low,Corrected,1,Low-Risk,6.428571428571429,12,0.05832241153342071,52,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,1.5
166,1,2343033,KG,Production,1/3/2025,4.2,4.0,88.19,466.19,No,Incorrect Labor Time on Diagnostics work; review labor guide and WIP usage.,90,378,360,18,Low,Corrected,1,Low-Risk,4.5,13,0.07667103538663171,72,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,1.3846153846153846
167,2,2343082,RL,Retail,1/13/2025,0.5,0.3,226.21,271.21,No,Unnecessary Repair on Electrical work; review labor guide and WIP usage.,90,45,27,18,Low,Corrected,1,High-Risk,60.0,16,0.08453473132372215,47,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,1.125
168,2,2343107,RL,Production,1/12/2025,1.7,1.5,416.11,569.11,No,Overlapping Labor on AC / HVAC work; review labor guide and WIP usage.,90,153,135,18,Low,Corrected,1,Low-Risk,12.0,16,0.08453473132372215,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.125
169,3,2343165,RB,Production,1/18/2025,0.5,0.3,244.19,289.19,Yes,High Cost Repair on Brakes work; review labor guide and WIP usage.,90,45,27,18,Low,Other,1,High-Risk,60.0,11,0.03669724770642202,30,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,1.6363636363636365
170,3,2343172,KG,Production,1/19/2025,0.5,0.3,243.29,288.29,Yes,High Cost Repair on TPMS work; review labor guide and WIP usage.,90,45,27,18,Low,Corrected,1,Low-Risk,60.0,13,0.07667103538663171,30,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1.3846153846153846
171,3,2343195,KM,Retail,1/16/2025,0.5,0.3,316.65,361.65,No,Machine rotor and resurface pads written as separate lines instead of combo operation.,90,45,27,18,Low,Corrected,1,High-Risk,60.0,11,0.057667103538663174,52,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.6363636363636365
172,5,2343314,CH,Production,2/1/2025,1.8,1.6,302.21,464.21,No,Machine rotor and resurface pads written as separate lines instead of combo operation.,90,162,144,18,Low,Unaddressed,1,High-Risk,11.25,12,0.05832241153342071,52,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,1.5
173,5,2343319,KC,Retail,2/2/2025,2.0,1.8,12.95,192.95,No,Overlapping Labor on TPMS work; review labor guide and WIP usage.,90,180,162,18,Low,Corrected,1,Low-Risk,10.0,3,0.009829619921363041,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,6.0
174,6,2343354,TB,Retail,2/11/2025,0.5,0.3,282.56,327.56,No,Brake noise diag performed with no worn components; pads and rotors within spec.,90,45,27,18,Low,Corrected,1,High-Risk,60.0,10,0.047182175622542594,47,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,1.8
175,7,2343497,JG,Retail,2/12/2025,2.0,1.8,448.59,628.59,No,Overlapping Labor on AC / HVAC work; review labor guide and WIP usage.,90,180,162,18,Low,Corrected,1,Low-Risk,10.0,10,0.04849279161205767,52,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,1.8
176,6,2343358,ZT,Production,2/5/2025,4.2,4.1,124.59,502.59,No,Overlapping Labor on Maintenance work; review labor guide and WIP usage.,90,378,369,9,Low,Corrected,1,Low-Risk,2.1951219512195124,5,0.017693315858453473,52,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,1.8
177,7,2343504,AD,Retail,2/18/2025,1.1,1.0,212.43,311.43,No,Unnecessary Repair on Diagnostics work; review labor guide and WIP usage.,90,99,90,9,Low,Corrected,1,Low-Risk,9.0,10,0.04980340760157274,47,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,0.9
178,1,2343007,TB,Retail,1/5/2025,0.4,0.3,374.6,410.6,No,Unnecessary Repair on Engine work; review labor guide and WIP usage.,90,36,27,9,Low,Unaddressed,1,Low-Risk,30.0,10,0.047182175622542594,47,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,0.9
